s_frequency_of_work_with_teachers,s_frequency_of_evaluations,s_frequency_of_internet_usage,s_frequency_of_materials_in_class,f_ESCS,s_extent_of_classmates_affinity,s_extent_of_teacher_performance,s_extent_of_class_env,f_mother_age,s_frequency_of_computer_usage,f_number_of_homework_hours_a_week,s_extent_of_school_satisfaction,f_mother_education_level,f_extent_of_family_satisfaction,f_number_of_tech_at_home,f_frequency_of_books_at_home,f_frequency_of_parent_involved_in_school_activities,s_gender,level_MAT
0.617651436863269,0.7474383999988441,0.32717719839783665,0.5098112489674583,OTHERS,0.8340786158562002,0.9016643398379517,0.891620157063995,29.875690611873576,0.36310764365513243,6.027144665259781,0.9732951114175639,1.9782144160254231,0.8153948708129147,4.158419402056385,0.24604640832490982,0.22443641267790532,0.46230592806573517,PASSING
0.6162446573631859,0.7506827636436814,0.32555925044509226,0.512668304105344,OTHERS,0.8352872971451165,0.9037591167976061,0.8950293478030759,29.936745130934703,0.3629296181688182,6.046157898128823,0.978140441312931,1.982378569485846,0.8159088479948895,4.176660457226902,0.24227580900364604,0.22249807710360828,0.4623970281488901,PASSING
0.6162446964249769,0.7506826735637245,0.32555929536932876,0.5126682247783303,OTHERS,0.8352872635885975,0.903759058636257,0.8950292531465972,29.9367434358351,0.36292962311100707,6.046157370238551,0.9781403067809233,1.9823784538724092,0.815908833726154,4.17665995077018,0.24227591369664273,0.22249813092100193,0.4623970256200362,AT RISK
0.6162446849886565,0.7506826999394766,0.3255592822161935,0.5126682480052113,OTHERS,0.8352872734152704,0.9037590756663337,0.8950292808623463,29.936743932205847,0.36292962166355375,6.046157524813086,0.9781403461718262,1.9823784877263773,0.8159088379049281,4.176660099066006,0.24227588304296957,0.22249811516286488,0.4623970263607344,PASSING
0.6162447162721271,0.7506826277914277,0.3255593181957205,0.5126681844702824,OTHERS,0.835287246536186,0.9037590290826533,0.8950292050489023,29.93674257446192,0.3629296256226367,6.046157101994992,0.978140238421803,1.9823783951233964,0.8159088264748134,4.1766596934207625,0.2422759668931278,0.22249815826755268,0.46239702433475927,PASSING
0.6162454667765958,0.7506808970445025,0.325560181340341,0.5126666603260263,OTHERS,0.8352866017922096,0.9037579116027636,0.8950273863717038,29.936710005520887,0.36292972058070877,6.0461469593641,0.9781376536001238,1.9823761737751504,0.8159085523174835,4.1766499626183755,0.2422779783995089,0.22249919228816162,0.46239697574502897,AT RISK
0.6163498884978609,0.750440064771603,0.32568027950193645,0.5124545798822713,OTHERS,0.8351968749672747,0.9036024134047984,0.894774318900532,29.9321776985471,0.3629429371142756,6.044735561190531,0.9777779824664353,1.9820670559696405,0.8158703955766085,4.1752958963860465,0.24255786991877873,0.2226430778122155,0.46239021224384075,AT RISK
0.6162446833383975,0.7506827037271933,0.3255592803213245,0.5126682513431926,OTHERS,0.8352872748178676,0.9037590781104747,0.8950292848424927,29.93674400320799,0.36292962145815766,6.046157546965855,0.9781403518324574,1.9823784925736916,0.8159088384988601,4.176660120337319,0.2422758786348692,0.22249811290157584,0.4623970264654031,AT RISK
0.6162446418524695,0.7506827994155306,0.3255592326060038,0.5126683356067174,OTHERS,0.8352873104720515,0.9037591398942901,0.8950293853922375,29.936745804118683,0.3629296162058723,6.046158107766743,0.9781404947366668,1.9823786153994623,0.8159088536620442,4.176660658350394,0.24227576742979148,0.22249805573178888,0.4623970291533957,AT RISK
0.6162446322791459,0.7506828214937937,0.3255592215956849,0.5126683550492898,OTHERS,0.83528731869727,0.9037591541495623,0.8950294085922123,29.936746219602462,0.36292961499437265,6.046158237154119,0.9781405277096772,1.9823786437369415,0.8159088571597247,4.176660782482977,0.2422757417703384,0.2224980425412302,0.46239702977332897,PASSING
0.6162454288028643,0.7506809845890517,0.32556013767202246,0.512666737423955,OTHERS,0.8352866343923099,0.9037579681253853,0.895027478364538,29.936711652523154,0.36292971578118466,6.046147472334676,0.9781377843513693,1.982376286115223,0.815908566176377,4.176650454787426,0.242277876644381,0.2224991399876521,0.4623969782002232,PASSING
0.6162449374706256,0.7506821175204037,0.32555957262052954,0.5126677351336486,OTHERS,0.835287056371865,0.9037586996054152,0.895028668853581,29.936732969758527,0.3629296536411628,6.046154111270694,0.9781394763813631,1.9823777400839104,0.8159087455912056,4.1766568242955895,0.24227655988678637,0.222498463138993,0.4623970099941362,AT RISK
0.6162492413090287,0.7506721895367883,0.3255645228872099,0.5126589926608506,OTHERS,0.8352833566201963,0.9037522892225907,0.8950182364709065,29.93654610243618,0.36293019873322147,6.0460959235884015,0.9781246498243453,1.9823649956595,0.8159071719906063,4.176601002132977,0.24228809744649227,0.2225043947873597,0.4623967310080273,AT RISK
0.6162450150408697,0.7506819387824272,0.3255596618081176,0.5126675777116357,OTHERS,0.8352869898573632,0.9037585842140288,0.8950284810353127,29.936729608575135,0.36292966342731003,6.04615306418701,0.9781392094094887,1.9823775107951302,0.8159087173282901,4.176655819577455,0.2422767676669605,0.22249856991172015,0.46239700498979097,PASSING
0.6162452914714771,0.7506813013163803,0.3255599797246878,0.5126670163392698,OTHERS,0.8352867523925436,0.9037581726264949,0.8950278111826991,29.93671761303703,0.36292969840026473,6.046149328501417,0.9781382573689472,1.9823766926418338,0.8159086163554754,4.176652235560842,0.24227750854651173,0.22249895075944293,0.4623969870945896,PASSING
0.6162447105037776,0.7506826410971278,0.325559311561044,0.5126681961872357,OTHERS,0.8352872514943449,0.9037590376738246,0.895029219030535,29.936742824893926,0.3629296248922013,6.046157179977453,0.9781402582928218,1.982378412203265,0.8159088285835349,4.176659768233686,0.24227595143014516,0.22249815031785378,0.4623970247086186,PASSING
0.616244730542646,0.750682594838771,0.3255593346152919,0.5126681554572631,OTHERS,0.8352872342401334,0.9037590078023682,0.8950291704219445,29.93674195369363,0.36292962743661444,6.046156908775814,0.9781401892173165,1.9823783527964791,0.8159088212403778,4.1766595080910855,0.24227600517750486,0.22249817795851767,0.46239702340564964,AT RISK
0.6168429808752638,0.7493028983955556,0.3262473854961989,0.5114531643986561,OTHERS,0.834773235721222,0.9028681853200167,0.8935793802132498,29.910778096370738,0.3630053331429962,6.038071376764782,0.9760796648053918,1.9806075149570994,0.8156902511538007,4.168902341261609,0.2438794910045584,0.2233224726628794,0.46235828303369103,AT RISK
0.6162446964524119,0.7506826734975212,0.32555929540143225,0.5126682247203909,OTHERS,0.8352872635626545,0.9037590585934621,0.8950292530771531,29.936743434548987,0.36292962311498717,6.046157369844191,0.9781403066826392,1.9823784537852105,0.815908833714775,4.176659950394585,0.24227591377245966,0.22249813096086266,0.46239702561788876,AT RISK
0.616244729867242,0.7506825964215299,0.3255593338343723,0.5126681568474236,OTHERS,0.8352872348416688,0.9037590088268285,0.8950291720851791,29.936741983871222,0.3629296273461409,6.046156918114456,0.9781401915754394,1.9823783548468408,0.8159088214994974,4.17665951702444,0.24227600334575855,0.22249817701101837,0.46239702345239064,PASSING
0.6162446423350395,0.7506827983026837,0.3255592331609996,0.5126683346267117,OTHERS,0.8352873100574991,0.9037591391757717,0.8950293842228572,29.93674578317763,0.3629296162669267,6.0461581012452275,0.9781404930746593,1.9823786139711819,0.8159088534857734,4.176660652093659,0.24227576872316417,0.22249805639664863,0.4623970291221539,AT RISK
0.6162445772999892,0.7506829482789915,0.3255591583654214,0.5126684667002722,OTHERS,0.8352873659264005,0.9037592360098927,0.8950295418187091,29.93674860538397,0.3629296080386401,6.046158980141587,0.9781407170603931,1.982378806458704,0.8159088772420493,4.176661495305264,0.24227559441726404,0.22249796679471467,0.4623970333324846,AT RISK
0.6162446551902742,0.7506827686579737,0.3255592479454704,0.512668308520629,OTHERS,0.8352872990145628,0.9037591200353366,0.89502935307205,29.936745225341387,0.3629296178932749,6.046157927521631,0.9781404488009325,1.9823785759240116,0.8159088487902288,4.176660485422993,0.24227580317709732,0.22249807410755712,0.462397028289979,AT RISK
0.6162446824315575,0.7506827058317118,0.32555927927615663,0.5126682531947003,OTHERS,0.8352872756081487,0.9037590794705146,0.895029287054064,29.93674404301718,0.3629296213408786,6.046157559332319,0.9781403549727075,1.9823784952852854,0.8159088388368052,4.176660132188226,0.2422758761932224,0.2224981116430362,0.46239702652570247,PASSING
0.6162472994026126,0.7506766707356544,0.32556228903018997,0.5126629385289638,OTHERS,0.8352850273617617,0.9037551828270225,0.89502294534799,29.93663047447479,0.36292995246744253,6.046122191928513,0.9781313417415439,1.9823707494152665,0.815907882831428,4.176626200899556,0.24228289026964214,0.22250171726845788,0.4623968570871741,PASSING
0.6162446242741118,0.7506828399489983,0.32555921239010727,0.5126683713022087,OTHERS,0.8352873255698136,0.9037591660649843,0.8950294279850816,29.936746566809582,0.3629296139825567,6.046158345293615,0.9781405552731779,1.9823786674195412,0.815908860081387,4.1766608862369825,0.24227572031963437,0.22249803151574296,0.4623970302909548,PASSING
0.6162447149410046,0.7506826308668678,0.32555931666383287,0.5126681871778124,OTHERS,0.8352872476845068,0.903759031068783,0.8950292082805335,29.936742632421293,0.3629296254531232,6.046157120031691,0.9781402430136453,1.9823783990749466,0.815908826963841,4.176659710719352,0.24227596332069157,0.22249815642966764,0.46239702442163605,PASSING
0.6162447315186117,0.7506825926245445,0.3255593357315813,0.5126681535022861,OTHERS,0.8352872334323729,0.9037590063758764,0.8950291680951824,29.93674191258633,0.36292962755305447,6.046156895889878,0.97814018590251,1.9823783499825558,0.8159088209017902,4.176659495691347,0.24227600776269498,0.22249817927830853,0.46239702334686095,AT RISK
0.6162446765900794,0.7506827193047485,0.3255592725575967,0.5126682650591777,OTHERS,0.8352872806280114,0.9037590881696052,0.8950293012114994,29.93674429657736,0.36292962060143313,6.046157638292028,0.9781403750938921,1.9823785125788111,0.8159088409715536,4.1766602079400235,0.24227586053532757,0.22249810359350677,0.4623970269041406,PASSING
0.6162446139108698,0.7506828638447947,0.3255592004720231,0.5126683923458588,OTHERS,0.8352873344701497,0.9037591814934403,0.8950294530948648,29.936747016431777,0.3629296126718637,6.046158485321854,0.9781405909614191,1.9823786980863092,0.8159088638655053,4.176661020582422,0.24227569254641354,0.22249801723976617,0.46239703096153445,AT RISK
0.616244695644477,0.7506826753635998,0.3255592944717035,0.512668226363324,OTHERS,0.8352872642590596,0.9037590597983838,0.8950292550378833,29.93674346970402,0.3629296230122398,6.046157380786095,0.9781403094689464,1.982378456182299,0.8159088340112001,4.176659960889435,0.24227591160474035,0.2224981298457387,0.4623970256705622,PASSING
0.6162446315370917,0.750682823197264,0.32555922074361104,0.5126683565504816,OTHERS,0.8352873193282845,0.9037591552489048,0.8950294103823505,29.936746251542377,0.3629296149019584,6.046158247118399,0.9781405302554494,1.982378645917425,0.8159088574270633,4.176660792050445,0.2422757397879053,0.22249804152417485,0.46239702982041886,AT RISK
0.6162460852918437,0.7506794706621754,0.3255608926894513,0.5126654042157076,DISADVANTAGED,0.8352860704240007,0.9037569906403603,0.8950258875233971,29.936683163847288,0.3629297988415341,6.046138600354888,0.9781355233416398,1.9823743430542267,0.8159083263677602,4.1766419430313535,0.24227963616042078,0.22250004447068122,0.46239693569840445,AT RISK
0.6162446675889938,0.7506827400615815,0.3255592622056744,0.5126682833383162,OTHERS,0.8352872883600619,0.9037591015714113,0.895029323022817,29.93674468716422,0.36292961946270164,6.046157759930485,0.9781404060937687,1.9823785392188022,0.8159088442592343,4.176660324640232,0.24227583641116987,0.2224980911925766,0.4623970274868204,PASSING
0.6162448762905272,0.7506822587713192,0.325559502230601,0.5126678595008328,OTHERS,0.8352871090675986,0.9037587908199048,0.8950288172808333,29.936735630298728,0.36292964586905385,6.046154939440905,0.9781396873006909,1.9823779215002797,0.8159087680206292,4.176657618674284,0.2422763957752506,0.222498378735549,0.4623970139747434,AT RISK
0.6162447826260706,0.750682474720488,0.3255593945170726,0.5126680496789856,OTHERS,0.8352871894895866,0.9037589302457696,0.8950290442013323,29.936739693205737,0.36292963402813316,6.04615620483228,0.9781400098260142,1.982378198623735,0.8159088022107504,4.176658832738636,0.24227614477865164,0.22249824972267226,0.4623970200326358,AT RISK
0.6162448251358223,0.7506823767423109,0.32555944339788406,0.5126679633889794,OTHERS,0.8352871530157392,0.9037588669897081,0.8950289412452592,29.936737850298254,0.362929639396137,6.04615563078798,0.9781398634863914,1.9823780729132594,0.8159087867084744,4.176658281947394,0.2422762586679063,0.22249830825463138,0.46239701728694593,AT RISK
0.6162446495017092,0.750682781773016,0.3255592414037324,0.5126683200705705,OTHERS,0.8352873038986723,0.9037591285030339,0.895029366853475,29.936745472088173,0.36292961717416844,6.0461580043712235,0.9781404683886201,1.9823785927541253,0.8159088508666263,4.176660559155599,0.2422757879333769,0.222498066272376,0.4623970286578515,PASSING
0.6162449913470515,0.7506819934273955,0.3255596345574692,0.5126676258328746,OTHERS,0.8352870102159552,0.9037586194967113,0.895028538456487,29.936730636943903,0.36292966042855423,6.046153384431708,0.978139291019193,1.9823775809330841,0.8159087259856983,4.176656126814474,0.24227670415890484,0.22249853726422783,0.46239700652432,AT RISK
0.6162497295616352,0.750671066536929,0.3255650839184221,0.5126580033119637,OTHERS,0.8352829396739595,0.903751564401726,0.8950170564281101,29.93652501574673,0.3629302599415062,6.046089349895026,0.9781229720248767,1.9823635566515083,0.8159069951091197,4.176594692356611,0.2422894035808757,0.22250506544955906,0.46239669975433195,PASSING
0.6162446397575279,0.7506828042476178,0.32555923019649524,0.5126683398618591,OTHERS,0.8352873122725708,0.9037591430143095,0.8950293904698488,29.936745895063314,0.36292961594062423,6.046158136086505,0.9781405019530542,1.9823786216020056,0.815908854427801,4.176660685519305,0.2422757618141186,0.2224980528448205,0.46239702928913534,AT RISK
0.6162446447524993,0.7506827927235075,0.3255592359420213,0.512668329714087,OTHERS,0.8352873079771441,0.9037591355731903,0.8950293783602367,29.93674567812519,0.3629296165735878,6.04615806853942,0.97814048474319,1.9823786068071536,0.8159088526005752,4.17666062072004,0.2422757752059483,0.2224980597302954,0.462397028965125,PASSING
0.6162447510197007,0.7506825476583754,0.32555935815859227,0.5126681139030929,OTHERS,0.8352872166840873,0.9037589773434321,0.8950291208446489,29.936741066507512,0.3629296300193899,6.046156632390656,0.9781401187456835,1.982378292274737,0.8159088137809578,4.176659242885576,0.24227606002497415,0.22249820614243337,0.4623970220849622,PASSING
0.6162447503002327,0.7506825492879774,0.3255593573364013,0.5126681153418912,OTHERS,0.8352872172775652,0.9037589783939255,0.8950291225573261,29.93674109673588,0.36292962993371025,6.046156641870208,0.9781401211853747,1.9823782943427333,0.8159088140292633,4.176659252008981,0.24227605812054814,0.22249820517190963,0.4623970221279086,PASSING
0.6162446483788955,0.7506827843652967,0.325559240111887,0.5126683223529942,OTHERS,0.8352873048656952,0.9037591301769619,0.8950293695773882,29.936745520912638,0.3629296170315432,6.046158019569564,0.9781404722594669,1.9823785960833824,0.8159088512781758,4.176660573733885,0.24227578492157617,0.2224980647233997,0.4623970287309073,AT RISK
0.6162452089722986,0.7506814913697287,0.32555988487724674,0.5126671837325051,OTHERS,0.8352868230981159,0.9037582953197945,0.8950280108908899,29.93672118636495,0.362929688000001,6.0461504417688445,0.9781385412503609,1.9823769364118784,0.8159086463930443,4.1766533038263285,0.24227728759808048,0.2224988372316506,0.46239699241183985,PASSING
0.6162446970601797,0.7506826720748381,0.32555929610406137,0.5126682234702417,OTHERS,0.835287263022737,0.9037590576732581,0.8950292515820681,29.93674340745406,0.362929623195796,6.046157361454608,0.9781403045621547,1.9823784519421435,0.8159088334821231,4.176659942366572,0.24227591541878638,0.22249813181298309,0.46239702557598494,AT RISK
0.6162518359918814,0.7506662086698601,0.3255675065294748,0.5126537253658783,OTHERS,0.8352811299099149,0.9037484278403188,0.8950119517602586,29.936433598058308,0.36293052649765023,6.046060881029487,0.9781157169813941,1.9823573216072812,0.8159062255367707,4.176567379636959,0.24229504941614335,0.22250796776046003,0.46239656335332574,AT RISK
0.6162458857297695,0.7506799307642534,0.3255606631949838,0.5126658094093807,OTHERS,0.8352862417718324,0.9037572877034613,0.895026371001815,29.93669182032256,0.362929773612622,6.046141296407631,0.9781362105145661,1.9823749334930332,0.8159083992135449,4.1766445297244355,0.2422791013841249,0.22249976959637552,0.46239694860516817,PASSING
0.6162450601405448,0.750681834782471,0.32555971367563996,0.5126674861258235,OTHERS,0.8352869511170091,0.9037585170649614,0.8950283717513802,29.93672765158295,0.3629296691327935,6.046152454730054,0.9781390540875898,1.9823773773189746,0.8159087008557404,4.176655234862357,0.24227688853972604,0.22249863204502685,0.4623970020705507,PASSING
0.616244868374694,0.7506822770162049,0.32555949312855165,0.512667875569011,OTHERS,0.8352871158598699,0.9037588025997023,0.8950288364529824,29.9367359734898,0.36292964486922946,6.046155046338671,0.9781397145508913,1.982377944909268,0.815908770907609,4.176657721240966,0.24227637456696471,0.2224983678363376,0.46239701448599146,AT RISK
0.616244739211323,0.7506825748648512,0.3255593445821872,0.5126681378652167,OTHERS,0.8352872268073727,0.9037589949075423,0.8950291494332272,29.936741578090423,0.3629296285300641,6.0461567917656405,0.9781401593830118,1.9823783271734656,0.8159088180820476,4.176659395814448,0.24227602839689866,0.22249818989047201,0.4623970228464593,PASSING
0.6162446915789002,0.7506826847139207,0.32555928980033255,0.5126682346008579,OTHERS,0.8352872677305245,0.90375906583373,0.8950292648634143,29.936743645275467,0.3629296225025953,6.04615743552011,0.9781403234387143,1.982378468163385,0.8159088354839299,4.1766600134262735,0.24227590072905464,0.22249812426181745,0.46239702593069076,AT RISK
0.6162447551669414,0.750682538083216,0.32555936293016885,0.5126681054724251,OTHERS,0.8352872131118342,0.9037589711601346,0.8950291107829426,29.936740886150858,0.3629296305462395,6.046156576249783,0.978140104447776,1.982378279976484,0.8159088122603693,4.176659189035463,0.24227607114974523,0.2224982118640879,0.46239702181511494,AT RISK
0.6162448063237765,0.750682420122477,0.3255594217628368,0.5126680015911559,OTHERS,0.8352871691747357,0.9037588949984927,0.8950289868294196,29.936738666582592,0.3629296370164356,6.046155885001244,0.978139928274051,1.9823781285883588,0.815908793579318,4.176658525841246,0.24227620824987847,0.2224982823376519,0.4623970185045842,AT RISK
0.6162446786608159,0.7506827145257083,0.32555927493976133,0.5126682608511337,OTHERS,0.8352872788460203,0.9037590850837042,0.8950292961897286,29.936744206591364,0.36292962086413716,6.046157610276866,0.9781403679573403,1.9823785064423527,0.8159088402133624,4.176660181066077,0.24227586608837778,0.22249810644901083,0.4623970267696236,AT RISK
0.6162678727969176,0.7506292257098318,0.32558595028727244,0.5126211571738681,OTHERS,0.8352673527517354,0.9037245492843644,0.8949730898960724,29.935737653839585,0.36293255561968374,6.045844150496608,0.9780604840373417,1.9823098551486291,0.8159003671916363,4.176359449460963,0.24233803159470663,0.2225300629563276,0.4623955250489548,AT RISK
0.6162447253259291,0.7506826069175628,0.325559328607481,0.5126681660874362,OTHERS,0.8352872387625834,0.9037590156055653,0.8950291831144777,29.93674218173901,0.36292962676716833,6.0461569796812045,0.9781402072461193,1.9823783683364535,0.815908823169983,4.176659576068096,0.24227599115482948,0.22249817073805614,0.4623970237492247,PASSING
0.6162454520030987,0.7506809310966779,0.32556016435254836,0.5126666903156081,OTHERS,0.835286614469562,0.9037579335878875,0.8950274221541007,29.936710646054504,0.3629297187146813,6.04614715887786,0.9781377044596969,1.9823762174666193,0.8159085577058873,4.176650154048114,0.2422779388175602,0.22249917194555627,0.4623969766994066,AT RISK
